"","id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","work_with_offices_clients_abroad","role_in_organisation...Selected.Choice","role_in_organisation...Other..please.specify....Text","gender","year_of_birth","region","country","ethnicity","ethnicity_other","languages_spoken","countries_abroad_count","countries_abroad_oc","organisational_affiliation_years","workplace_diversity","pql_stimulating_challenges_imp","pql_flexible_imp","pql_weaknesses_imp","pql_manage_emotions_imp","pql_ease_differing_views_imp","pql_stimulating_challenges_exp","pql_flexible_exp","pql_weaknesses_exp","pql_manage_emotions_exp","pql_ease_differing_views_exp","cui_understand_culture_communication_imp","cui_noticing_ways_imp","cui_mixing_socially_imp","cui_learn_foreign_phrases_imp","cui_understan_values_beliefs_imp","cui_understand_culture_communication_exp","cui_noticing_ways_exp","cui_mixing_socially_exp","cui_learn_foreign_phrases_exp","cui_understan_values_beliefs_exp","trl_trust_imp","trl_respect_viewpoints_imp","trl_feeling_part_of_team_imp","trl_support_each_other_imp","trl_know_personally_imp","trl_trust_exp","trl_respect_viewpoints_exp","trl_feeling_part_of_team_exp","trl_support_each_other_exp","trl_know_personally_exp","com_understand_each_other_imp","com_adjusting_language_imp","com_everyone_contributes_imp","com_say_what_you_want_imp","com_listen_to_others_imp","com_clarify_issues_imp","com_account_for_different_language_levels_imp","com_understand_each_other_exp","com_adjusting_language_exp","com_everyone_contributes_exp","com_say_what_you_want_exp","com_listen_to_others_exp","com_clarify_issues_exp","com_account_for_different_language_levels_exp","lmg_handle_opinions_imp","lmg_negative_feedback_imp","lmg_personal_circumstances_imp","lmg_varying_management_style_imp","lmg_motivating_staff_imp","lmg_handle_opinions_eoh","lmg_negative_feedback_eoh","lmg_personal_circumstances_eoh","lmg_varying_management_style_eoh","lmg_motivating_staff_eoh","tmg_clear_goals_imp","tmg_divide_responsibilities_fairly_imp","tmg_peoples_strengths_imp","tmg_ethical_standards_imp","tmg_making_decisions_imp","tmg_keeping_time_imp","tmg_elicit_ideas_imp","tmg_clear_goals_eoh","tmg_divide_responsibilities_fairly_eoh","tmg_peoples_strengths_eoh","tmg_ethical_standards_eoh","tmg_making_decisions_eoh","tmg_keeping_time_eoh","tmg_elicit_ideas_eoh","lao_manage_change_imp","lao_persuade_leaders_new_ways_imp","lao_local_contextual_factors_imp","lao_recruiting_people_imp","lao_combine_different_viewpoints_imp","lao_manage_change_eoh","lao_persuade_leaders_new_ways_eoh","lao_local_contextual_factors_eoh","lao_recruiting_people_eoh","lao_combine_different_viewpoints_eoh","oc","opp","Q_TotalDuration","Q_CHL","isNew","V","rid","RISN","test2","gc","term","manager","missing"
"146",146,"17/01/2019 17:17","17/01/2019 17:24",0,"217.231.239.69",100,434,1,"17/01/2019 17:24","R_2dsArN9PFzQWN4P",NA,NA,NA,NA,54.63330078,9.783294678,"anonymous","EN","consent_academic,consent_teaching",2,"Middle Management (no subordinates/line-reports)",NA,"Male","1963","Europe","Germany","White",NA,"1",1,NA,"more than 20 years","diversity_education,diversity_experience",4,5,4,5,5,4,5,4,5,5,3,4,2,2,3,3,4,2,2,3,5,5,6,5,4,5,5,6,5,5,5,3,4,5,5,5,4,5,3,4,5,5,5,3,4,4,4,5,5,4,4,4,5,5,4,4,5,4,5,5,5,4,4,5,4,5,5,5,4,5,5,4,5,4,5,5,3,5,"keine","Qual2514-0709Const2",434,"anonymous",NA,"H","5c40b8ab-40a0-439f-9dc3-337a6a50939f",NA,NA,1,NA,"yes",0
"147",147,"17/01/2019 16:24","17/01/2019 17:26",0,"82.24.77.204",100,3775,1,"17/01/2019 17:26","R_bHDyrynRiXOUFEd",NA,NA,NA,NA,54.5684967,-1.318695068,"anonymous","EN","consent_academic,consent_teaching",6,"Skilled work/Office work",NA,"Male","1990","Europe","UK","White",NA,"1",0,NA,"8 years",NA,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,"Qual2514-0709Const2",3775,"anonymous",NA,"H","5c40ac19-093e-49f4-ab4a-a192b96efe75",NA,NA,1,NA,"no",0
"148",148,"17/01/2019 17:02","17/01/2019 17:27",0,"24.119.202.216",100,1544,1,"17/01/2019 17:27","R_3elPvvTV4YFn6nA",NA,NA,NA,NA,43.63220215,-116.2052002,"anonymous","EN","consent_academic,consent_teaching",3,"Entrepreneur",NA,"Female","1971","Americas","US","White",NA,"2",8,"U.S., Germany, France, UK, Croatia, Czech Republic, Slovakia, Hungary","5 years","diversity_culture,diversity_language,diversity_education,diversity_experience",5,6,6,5,5,4,5,5,3,4,5,6,5,5,6,4,4,4,5,5,5,5,5,4,4,4,4,4,3,3,5,5,3,5,5,5,5,4,5,4,3,5,4,5,4,5,6,5,6,4,5,5,4,4,6,5,5,6,5,6,6,4,4,4,5,4,6,4,4,5,5,4,5,NA,4,5,NA,4,NA,"Qual2514-0709Const2",1544,"anonymous",NA,"H","5c40b50c-9cf0-4a18-ba75-de3178e5d90b",NA,NA,1,NA,"yes",0
"149",149,"17/01/2019 17:15","17/01/2019 17:30",0,"178.0.131.171",100,851,1,"17/01/2019 17:30","R_QoizJjejcbiAt3j",NA,NA,NA,NA,50.87150574,6.867095947,"anonymous","EN","consent_academic,consent_teaching",6,"Top Management (with responsibilities for one or more managers)",NA,"Male","1978","Europe","Germany","White",NA,"3",2,"k vhhj kvhj hjkjh hjk hjk hjk h hj kjvh khk h khj khjkjhkhjk hjkhjk hjk hjk vhj kvhk hk vhkvjhk jhk vhjk hjk jk jhk vhjk vjhk vhjk jh kjh kjh kvjh vjh","5 years","diversity_language",5,5,5,5,6,5,6,5,5,6,5,5,6,6,5,5,5,6,5,5,4,5,4,5,5,6,5,5,5,5,4,5,5,5,6,5,5,6,6,5,5,5,5,4,5,5,5,6,5,5,5,6,6,5,5,5,5,5,4,5,5,6,5,5,5,4,5,5,5,5,5,5,6,6,6,5,5,5,"hvj hjkvhk h kv vhjkvhj khjk hjvk hj kjvhkhjv hjk jvhk jvhk vhjk vhjk vhjk vhjk vhjk hjk hjk hjk vhjk jhk vjhk vhjk vhjk vhjk vhjk hjk vhjk vjv","Qual2514-0709Const2",851,"anonymous",NA,"H","5c40b840-f775-4bd4-a2f7-9a60dfcbee19",NA,NA,1,NA,"yes",0
"151",151,"17/01/2019 17:24","17/01/2019 17:31",0,"94.0.71.65",100,414,1,"17/01/2019 17:31","R_2S7CRGwE7qJP5aZ",NA,NA,NA,NA,55.93260193,-3.253097534,"anonymous","EN","consent_academic,consent_teaching",2,"Entrepreneur",NA,"Female","1963","Europe","UK","White",NA,"1",3,"France, US, Scotland","3 years","diversity_education,diversity_experience",5,6,5,6,4,5,6,4,4,4,6,6,6,2,6,6,6,6,3,6,6,6,6,6,6,5,5,5,5,3,5,6,3,6,6,6,6,5,5,2,5,6,6,5,6,6,6,6,4,4,4,5,4,4,6,6,6,6,6,6,6,4,4,4,4,4,4,4,5,5,6,2,6,4,4,4,4,4,"lack of breaks to facilitate knowing each other","Qual2514-0709Const2",414,"anonymous",NA,"H","5c40ba46-627f-4109-ab15-7dc72c4ba6e4",NA,NA,1,NA,"yes",0
"152",152,"17/01/2019 17:29","17/01/2019 17:34",0,"172.58.29.74",100,306,1,"17/01/2019 17:34","R_p9HwFAJW79r2F21",NA,NA,NA,NA,34.22619629,-118.4469986,"anonymous","EN","consent_academic,consent_teaching",4,"Top Management (with responsibilities for one or more managers)",NA,"Male","1981","Americas","US","White",NA,"1",1,"United States","6 years","diversity_culture,diversity_education,diversity_part_of_organisation",4,5,6,6,6,4,5,6,6,6,6,4,5,4,6,6,4,5,4,6,5,6,5,5,4,5,6,5,5,4,5,4,5,5,5,6,4,5,4,5,5,5,6,4,4,4,5,4,6,4,4,5,4,6,6,5,5,6,6,6,4,6,5,5,6,6,6,4,4,4,5,4,5,4,4,5,4,5,NA,"Qual2514-0709Const2",306,"anonymous",NA,"H","5c40bb55-4fee-47ed-a6b7-45e49eb46a4b",NA,NA,1,NA,"yes",0
"153",153,"17/01/2019 17:27","17/01/2019 17:34",0,"91.58.111.160",100,463,1,"17/01/2019 17:34","R_AMAjfGMHm7bPmbD",NA,NA,NA,NA,50.94299316,11.60339355,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","1977","Europe","Germany","White",NA,"3",2,"Great Britain","1 year","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation",5,5,5,4,5,4,5,4,3,3,4,4,5,5,4,3,4,4,5,4,5,5,6,6,4,4,4,4,4,4,5,4,4,5,5,6,4,4,3,4,5,4,5,4,5,5,5,4,5,4,3,5,3,5,5,5,5,5,5,NA,5,3,4,3,5,4,NA,4,5,4,5,5,4,4,4,3,4,4,NA,"Qual2514-0709Const2",463,"anonymous",NA,"H","5c40bae5-d5f3-4c8b-a4be-941c5c6664d8",NA,NA,1,NA,"no",2
"155",155,"17/01/2019 17:32","17/01/2019 17:38",0,"80.7.186.43",100,318,1,"17/01/2019 17:38","R_2wT8ZEBlPsadNfn",NA,NA,NA,NA,51.51669312,0.066696167,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","before 1960","Europe","UK","White",NA,"2",2,"Germany at Hapag-LLoyd a shipping company in Hamburg from 1980-1984","8 years","diversity_part_of_organisation",4,4,1,1,4,5,4,1,1,5,3,5,5,2,3,3,3,3,2,3,6,4,5,5,5,6,4,5,5,4,5,5,NA,3,4,5,5,3,2,4,4,4,4,3,5,6,5,5,6,4,3,3,2,5,5,6,5,5,5,5,5,4,5,3,3,5,3,4,6,5,4,5,4,6,6,5,6,4,"t is fu working with other people and have always had very nice colleagues","Qual2514-0709Const2",318,"anonymous",NA,"H","5c40bc36-a721-4304-811c-dd902c42d41f",NA,NA,1,NA,"no",1
"158",158,"17/01/2019 17:27","17/01/2019 17:38",0,"93.204.116.113",100,683,1,"17/01/2019 17:38","R_20MPQN3CtUbI8nq",NA,NA,NA,NA,52.13330078,11.61669922,"anonymous","EN","consent_academic,consent_teaching",6,"Top Management (with responsibilities for one or more managers)",NA,"Male","before 1960","Europe","Germany","White",NA,"4",4,"uk,italy,lithuenia, hungary","18 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",5,5,5,6,3,4,6,4,5,3,6,6,6,6,6,5,6,6,6,6,5,6,6,6,5,5,6,6,5,5,5,6,5,6,6,6,6,5,6,5,6,6,6,6,6,6,5,6,6,6,6,6,NA,NA,6,6,6,6,5,6,6,3,4,4,3,3,2,4,6,6,6,6,5,2,4,3,3,3,"Differences within europe are astonishingly wide.","Qual2514-0709Const2",683,"anonymous",NA,"H","5c40bae5-9a20-41ab-aa68-ce265ed4f0d4",NA,NA,1,NA,"yes",2
"159",159,"17/01/2019 17:34","17/01/2019 17:39",0,"50.194.132.65",100,299,1,"17/01/2019 17:39","R_3fkrmTG5eJFVLh7",NA,NA,NA,NA,39.75900269,-104.9661026,"anonymous","EN","consent_academic,consent_teaching",2,"Middle Management (no subordinates/line-reports)",NA,"Female","1991","Americas","US","White",NA,"1",1,NA,"3 years","diversity_culture,diversity_part_of_organisation,diversity_experience",4,5,6,4,5,4,6,5,4,5,4,4,5,6,4,2,5,4,1,2,5,5,6,5,5,4,4,6,4,5,5,4,3,5,5,4,3,4,2,3,4,6,4,1,4,4,6,5,4,4,3,6,5,4,4,5,5,4,5,6,5,4,4,4,5,4,5,4,4,4,4,3,5,2,2,3,4,4,NA,"Qual2514-0709Const2",299,"anonymous",NA,"H","5c40bc88-f821-4f89-aebb-52c357291edd",NA,NA,1,NA,"yes",0
"161",161,"17/01/2019 17:38","17/01/2019 17:41",0,"178.203.228.215",100,180,1,"17/01/2019 17:41","R_2uEOUzztGoH3kPP",NA,NA,NA,NA,50.0440979,8.203598022,"anonymous","EN","consent_academic,consent_teaching",5,"Middle Management (no subordinates/line-reports)",NA,"Female","1983","Europe","Germany","Mixed race",NA,"3",3,"FRANCE AND USA","5 years","diversity_language,diversity_part_of_organisation",5,5,6,5,6,3,4,4,3,6,4,5,4,4,3,4,6,5,3,3,5,6,5,4,5,5,4,4,5,4,5,5,6,4,4,5,5,6,5,6,4,5,4,4,5,5,5,5,6,6,6,5,5,6,5,6,6,6,6,4,5,6,6,6,NA,6,4,5,6,6,5,5,6,6,6,5,6,5,NA,"Qual2514-0709Const2",180,"anonymous",NA,"H","5c40bd96-f45b-4e02-ac1e-8908557b6043",NA,NA,1,NA,"yes",1
"162",162,"17/01/2019 17:38","17/01/2019 17:41",0,"90.198.170.115",100,200,1,"17/01/2019 17:41","R_1fd3hByMqGYEnXU",NA,NA,NA,NA,53.74960327,-1.5493927,"anonymous","EN","consent_academic,consent_teaching",2,"Entrepreneur",NA,"Male","1993","Europe","UK","Asian",NA,"2",1,"England ","2 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",3,4,3,4,4,4,4,5,4,4,5,3,5,3,3,5,3,4,4,4,5,5,4,3,4,5,4,5,4,5,2,3,4,3,3,3,2,3,3,3,3,3,4,2,4,3,6,5,4,6,4,5,6,6,4,4,4,5,5,4,3,3,5,4,5,5,5,5,3,4,5,4,3,3,5,3,5,4,NA,"Qual2514-0709Const2",200,"anonymous",NA,"H","5c40bd83-2037-41d1-97e8-03e60d47c9d0",NA,NA,1,NA,"yes",0
"164",164,"17/01/2019 17:17","17/01/2019 17:43",0,"91.125.238.93",100,1550,1,"17/01/2019 17:43","R_DuuEEdZJiO2NoM9",NA,NA,NA,NA,53.95759583,-1.082702637,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1994","Europe","UK","White",NA,"1",1,NA,"1 year","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",3,6,6,5,4,3,5,4,3,4,6,5,4,6,6,6,5,5,5,5,5,4,4,6,3,3,4,4,4,4,6,6,4,6,5,6,6,5,6,4,5,4,6,6,4,6,6,5,6,5,NA,5,5,3,6,6,6,6,6,5,4,6,5,4,5,6,5,5,6,5,5,5,5,3,4,NA,3,4,NA,"Qual2514-0709Const2",1550,"anonymous",NA,"H","5c40b8a1-190b-4217-9047-e270d0a1fb28",NA,NA,1,NA,"no",1
"165",165,"17/01/2019 17:39","17/01/2019 17:43",0,"95.222.27.58",100,270,1,"17/01/2019 17:43","R_25GZWsO8ssTDFAm",NA,NA,NA,NA,51.71710205,8.741699219,"anonymous","EN","consent_academic,consent_teaching",5,"Top Management (with responsibilities for one or more managers)",NA,"Female","1983","Europe","Germany","Asian",NA,"4",4,"Indonesien, Deutschland, Dubai, Saudi Arabien ","7 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,4,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,5,6,5,5,5,6,6,6,6,5,5,6,5,5,5,5,6,6,5,5,6,5,5,4,5,4,6,5,6,4,6,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,4,4,5,5,5,4,6,6,5,5,"Sehr gut und interessant Quiz ","Qual2514-0709Const2",270,"anonymous",NA,"H","5c40bdc5-bc4e-4e23-9998-51ae908ce904",NA,NA,1,NA,"yes",0
"166",166,"17/01/2019 17:37","17/01/2019 17:44",0,"87.176.83.192",100,422,1,"17/01/2019 17:44","R_1Ib0u4BG1zKY1Ki",NA,NA,NA,NA,50.03520203,10.51559448,"anonymous","EN","consent_academic,consent_teaching",3,"Middle Management (no subordinates/line-reports)",NA,"Male","1987","Europe","Germany","White",NA,"2",2,"UK","4 years","diversity_culture,diversity_language,diversity_education,diversity_experience",5,3,5,3,4,4,3,4,3,4,4,4,5,3,5,4,4,4,5,5,5,5,6,5,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4,3,4,5,4,3,3,5,4,4,5,4,3,4,4,3,5,4,5,3,5,3,4,3,5,4,2,4,3,5,4,4,4,5,5,3,5,4,4,3,"More People, more Fun, more efficiency ","Qual2514-0709Const2",422,"anonymous",NA,"H","5c40bd4f-dc5f-4d37-9d8e-5923576c3e68",NA,NA,1,NA,"yes",0
"168",168,"17/01/2019 17:40","17/01/2019 17:45",0,"109.145.116.229",100,299,1,"17/01/2019 17:45","R_3fDByOIawMKUqeS",NA,NA,NA,NA,51.1499939,-1.699996948,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1984","Americas","US","White",NA,"2",2,"England and America ","less than 1 year","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",3,6,5,6,5,3,6,3,5,4,6,6,4,5,6,5,5,2,3,5,6,6,6,6,3,6,6,6,6,5,5,4,4,4,6,6,5,4,2,4,3,6,6,3,6,6,4,6,4,6,3,NA,5,1,6,5,4,6,6,5,4,5,3,2,6,4,4,5,6,5,6,6,5,4,4,5,5,5,NA,"Qual2514-0709Const2",299,"anonymous",NA,"H","5c40bdef-9cb6-4bc9-a6cc-95e9fbec2080",NA,NA,1,NA,"no",1
"169",169,"17/01/2019 17:38","17/01/2019 17:45",0,"72.200.104.43",100,410,1,"17/01/2019 17:45","R_28RNNRLJ8IfCSWa",NA,NA,NA,NA,32.21499634,-110.7758026,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1975","Americas","US","White",NA,"1",1,"n/a","20 years","diversity_culture,diversity_part_of_organisation",4,6,6,6,5,2,2,2,6,5,6,6,5,4,4,4,3,3,1,4,6,5,6,6,3,5,4,5,5,4,6,3,6,5,6,6,2,4,3,5,6,6,5,1,5,4,5,6,6,5,4,4,4,5,6,6,6,6,6,6,5,6,5,4,5,4,6,4,5,5,5,6,5,4,4,4,4,4,"Communication is essential for most businesses!","Qual2514-0709Const2",410,"anonymous",NA,"H","5c40bd89-6b0a-48d8-91f6-78d650c1173d",NA,NA,1,NA,"no",0
"170",170,"17/01/2019 17:41","17/01/2019 17:45",0,"82.132.225.91",100,234,1,"17/01/2019 17:45","R_22n4eMe2ex4Cw5l",NA,NA,NA,NA,51.49639893,-0.122406006,"anonymous","EN","consent_academic,consent_teaching",2,"Middle Management (no subordinates/line-reports)",NA,"Male","1982","Europe","UK","White",NA,"2",1,NA,"12 years","diversity_experience",4,4,4,3,4,4,4,2,2,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,5,4,5,3,3,3,4,4,3,3,4,4,3,4,4,4,3,5,3,4,3,4,5,4,5,5,4,6,4,6,4,4,3,4,4,3,4,5,4,4,5,4,4,4,4,5,4,3,4,5,4,4,4,5,NA,"Qual2514-0709Const2",234,"anonymous",NA,"H","5c40be48-d149-44d5-af49-4ce772085445",NA,NA,1,NA,"yes",0
"171",171,"17/01/2019 17:43","17/01/2019 17:46",0,"80.135.148.119",100,159,1,"17/01/2019 17:46","R_2xGhckMA54dInvJ",NA,NA,NA,NA,49.89720154,8.680892944,"anonymous","EN","consent_academic,consent_teaching",3,"Top Management (with responsibilities for one or more managers)",NA,"Male","1991","Europe","Germany","White",NA,"3",2,"Austria","4 years","diversity_culture,diversity_education,diversity_experience",2,4,4,5,5,5,5,2,3,3,2,5,3,4,3,2,4,4,5,4,5,3,6,4,2,2,2,4,6,3,4,3,5,3,5,5,5,3,5,4,5,2,2,5,4,5,4,6,4,4,1,5,4,3,3,4,3,2,5,6,4,4,3,5,2,3,5,2,4,4,3,5,6,4,4,2,3,5,NA,"Qual2514-0709Const2",159,"anonymous",NA,"H","5c40bea0-b9c5-4f60-8fef-1ab1c61f77c4",NA,NA,4,"speeder","yes",0
"172",172,"17/01/2019 17:22","17/01/2019 17:46",0,"90.202.177.137",100,1474,1,"17/01/2019 17:46","R_TiOib471CR7AWQN",NA,NA,NA,NA,53.37399292,-2.869995117,"anonymous","EN","consent_academic,consent_teaching",2,"Middle Management (no subordinates/line-reports)",NA,"Male","1983","Europe","UK","White",NA,"2",3,"Austria, Russia","5 years","diversity_education",4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,5,4,4,3,4,4,4,4,4,4,3,4,5,4,4,5,4,4,5,4,4,4,4,3,3,3,5,3,3,4,4,4,4,4,3,3,3,3,3,5,5,4,4,4,5,4,3,4,3,3,3,4,3,5,5,4,5,5,4,4,4,4,3,"thank you","Qual2514-0709Const2",1474,"anonymous",NA,"H","5c40b9be-2dbe-437d-91f7-6bf9c49c9f16",NA,NA,1,NA,"yes",0
"173",173,"17/01/2019 17:35","17/01/2019 17:46",0,"47.134.174.82",100,707,1,"17/01/2019 17:46","R_3sb27i6YE3z2raU",NA,NA,NA,NA,34.89680481,-82.26740265,"anonymous","EN","consent_academic,consent_teaching",5,"Top Management (with responsibilities for one or more managers)",NA,"Male","1970","Americas","US","White",NA,"3",3,"England / France / Spain","more than 20 years","diversity_culture,diversity_language,diversity_education",6,6,5,6,5,6,6,4,5,5,5,6,6,5,6,5,6,5,4,5,6,5,6,6,3,5,4,5,6,4,6,6,5,6,6,6,5,5,6,5,6,6,6,5,5,5,5,6,6,5,5,6,6,5,6,5,6,6,6,6,5,5,5,5,5,6,6,6,6,6,5,5,6,5,5,5,3,5,"IN MY OVERSEAS TEAMS LEADERSHIP, A FEW COMMENTS

IN FRANCE - TEAM EFFECTIVENESS  WHEN ADDIND OUTSIDER TO MY COMPANIES EMPLOYEES IS VERY CHALLENGING - THE FRENCH THINK THEY ARE MUCH MORE IMPORTANT THAN THEY REALLY ARE.
SPAIN - INSICE COMPANY / OUTSIDERS ON THE TEAM WORK EXCELLENTLY TOGETHER","Qual2514-0709Const2",707,"anonymous",NA,"H","5c40bccb-5a40-422c-9fb0-30e757ceb35b",NA,NA,1,NA,"yes",0
"174",174,"17/01/2019 17:40","17/01/2019 17:46",0,"90.195.179.27",100,369,1,"17/01/2019 17:46","R_3CC3d7BhncBSU9n",NA,NA,NA,NA,51.65530396,-0.395996094,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Male","1979","Europe","UK","White",NA,"2",3,"England, Wales, france","6 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",5,5,4,5,4,5,5,3,4,3,4,5,4,4,4,4,4,4,4,4,5,5,4,6,5,3,5,4,5,4,4,5,5,4,5,4,5,3,4,5,3,3,3,5,4,5,4,4,5,4,4,3,3,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5,4,4,4,NA,"Qual2514-0709Const2",369,"anonymous",NA,"H","5c40be17-d7d7-4e49-bbb5-177a066f47c6",NA,NA,1,NA,"no",0
"176",176,"17/01/2019 17:42","17/01/2019 17:49",0,"82.132.218.167",100,365,1,"17/01/2019 17:49","R_3HZZq0c4gBhYXc8",NA,NA,NA,NA,51.49639893,-0.122406006,"anonymous","EN","consent_academic,consent_teaching",5,"Middle Management (no subordinates/line-reports)",NA,"Male","1981","Europe","UK","White",NA,"1",2,"Uk, ireland","3 years","diversity_culture,diversity_part_of_organisation,diversity_experience",5,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,5,5,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,3,4,4,4,"Nothing to add","Qual2514-0709Const2",365,"anonymous",NA,"H","5c40be9a-6dfa-4c55-9300-29ccda3873f3",NA,NA,1,NA,"yes",0
"177",177,"17/01/2019 17:43","17/01/2019 17:49",0,"86.128.159.70",100,343,1,"17/01/2019 17:49","R_3w54CLeRceRlkM9",NA,NA,NA,NA,51.78669739,-4.193099976,"anonymous","EN","consent_academic,consent_teaching",2,"Middle (with subordinates/line-reports)",NA,"Male","1970","Europe","UK","White",NA,"1",0,NA,"more than 20 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,4,5,4,5,5,5,5,5,6,3,5,5,5,5,5,5,5,6,6,5,5,5,5,5,4,5,5,5,6,6,6,6,6,4,3,6,6,4,5,5,5,6,6,5,5,3,6,5,5,6,5,6,4,5,5,4,6,5,5,5,4,5,"No","Qual2514-0709Const2",343,"anonymous",NA,"H","5c40beb5-210e-4a86-958b-07dc987e04b1",NA,NA,1,NA,"yes",0
"179",179,"17/01/2019 17:43","17/01/2019 17:51",0,"82.28.39.97",100,481,1,"17/01/2019 17:51","R_1dvqz4Sj1k6aHpo",NA,NA,NA,NA,55.88040161,-4.300704956,"anonymous","EN","consent_academic,consent_teaching",2,"Middle Management (no subordinates/line-reports)",NA,"Female","1983","Europe","UK","White",NA,"1",4,"England, Scotland, Australia, thailand","3 years","diversity_education,diversity_part_of_organisation,diversity_experience",2,4,5,4,4,2,3,3,4,3,4,3,4,2,5,4,3,2,2,4,4,4,5,4,4,4,4,2,2,2,4,4,4,5,4,4,2,4,4,4,2,4,3,2,3,4,2,5,5,3,3,2,3,2,5,5,4,4,5,5,5,4,3,4,4,3,2,2,3,1,2,1,4,NA,NA,2,NA,4,NA,"Qual2514-0709Const2",481,"anonymous",NA,"H","5c40bea2-16ed-44e3-8b43-bdc66fbe59a0",NA,NA,1,NA,"yes",0
"180",180,"17/01/2019 17:42","17/01/2019 17:51",0,"90.213.242.237",100,536,1,"17/01/2019 17:51","R_wLBGwxjvNQ3UBtn",NA,NA,NA,NA,53.80169678,-1.783905029,"anonymous","EN","consent_academic,consent_teaching",4,"Middle Management (no subordinates/line-reports)",NA,"Male","1960","Europe","UK","White",NA,"1",3,"Italy. Bosnia.kosovo","10 years","diversity_culture,diversity_education,diversity_part_of_organisation",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,"Qual2514-0709Const2",536,"anonymous",NA,"H","5c40be73-d54b-4908-bb1a-d660b091ca91",NA,NA,1,NA,"yes",0
"182",182,"17/01/2019 17:40","17/01/2019 17:52",0,"90.222.116.75",100,736,1,"17/01/2019 17:52","R_3MyS9q7RTY7oREK",NA,NA,NA,NA,55.86509705,-4.257598877,"anonymous","EN","consent_academic,consent_teaching",3,"Top Management (with responsibilities for one or more managers)",NA,"Female","1983","Europe","UK","White",NA,"3",4,"I worked in New York for two months. Thailand for 4 months. Italy 3 months.","7 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,5,4,6,6,6,5,6,6,6,6,6,6,6,2,2,4,3,4,6,6,6,6,6,5,3,3,2,4,6,5,6,6,6,6,6,4,4,5,5,4,3,5,6,5,6,6,6,5,5,5,6,6,6,6,6,5,6,6,6,6,6,5,5,6,4,5,6,6,6,5,5,6,6,5,6,5,"I try to get on with everyone and be professional at all times.","Qual2514-0709Const2",736,"anonymous",NA,"H","5c40be06-3a40-42d0-8452-87e01dc416e0",NA,NA,1,NA,"yes",0
